app_id,title,rank,month,year,hours_watched,hours_streamed,peak_viewers,peak_channels,streamers,average_viewers,average_channels
239140,Dying Light,39,2,2016,1658021,108883,33983,544,25127,2385,156
239140,Dying Light,123,3,2016,197764,42719,17133,169,12842,266,57
239140,Dying Light,187,6,2016,98203,22969,4463,70,7157,136,31
239140,Dying Light,137,1,2017,336509,25729,14669,79,6913,452,34
239140,Dying Light,157,7,2017,292284,21303,6781,65,6362,393,28
239140,Dying Light,104,9,2017,404014,9829,33202,36,3053,561,13
239140,Dying Light,120,10,2017,326520,18967,21390,63,5170,439,25
239140,Dying Light,119,1,2018,404411,19288,134887,61,5033,544,25
239140,Dying Light,152,2,2018,237448,27300,9208,122,6253,353,40
239140,Dying Light,183,3,2018,224605,18921,8814,68,5651,302,25
239140,Dying Light,143,5,2018,368751,15671,21343,44,4409,496,21
239140,Dying Light,171,7,2018,317126,24752,21906,73,5608,426,33
239140,Dying Light,174,1,2019,396555,19980,12501,59,4713,533,26
239140,Dying Light,190,2,2019,244056,17320,3927,60,4297,363,25
239140,Dying Light,177,10,2020,651448,39571,106181,180,6216,876,53
239140,Dying Light,164,6,2021,865330,96610,17955,308,13478,1203,134
239140,Dying Light,144,12,2021,1034319,47624,19982,157,6895,1392,64
239140,Dying Light,80,1,2022,3006165,95216,40144,348,20369,4045,128
239140,Dying Light,182,2,2022,654651,90344,18612,400,22472,975,134
766370,Dying Light: Bad Blood,96,9,2018,589867,6088,41658,85,1638,820,8
1366540,Dyson Sphere Program,153,1,2021,892900,23271,32120,190,2463,1201,31
1366540,Dyson Sphere Program,149,2,2021,979492,44594,11842,171,3376,1459,66
1245620,ELDEN RING,30,2,2023,9565764,454387,111536,1338,67695,14255,677
1245620,ELDEN RING,27,3,2023,11275822,458218,126207,1084,65412,15176,616
1245620,ELDEN RING,35,4,2023,8339373,379913,55328,918,51846,11598,528
1245620,ELDEN RING,53,5,2023,4921889,307750,23127,737,43464,6624,414
1245620,ELDEN RING,54,6,2023,3912182,244928,88536,623,37386,5441,340
1245620,ELDEN RING,49,7,2023,5090384,314122,36523,707,45508,6851,422
1245620,ELDEN RING,61,8,2023,4050427,299138,26616,680,42766,5451,402
1245620,ELDEN RING,71,9,2023,3049557,219501,17768,552,32948,4241,305
411300,ELEX,52,10,2017,1185009,29857,56864,331,3202,1594,40
411300,ELEX,101,11,2017,485718,12087,15451,78,1352,675,16
900040,ELEX II,131,3,2022,1153943,17966,51865,174,1528,1553,24
415590,Earthfall,167,7,2018,327308,4858,34510,64,1597,440,6
382310,Eco,78,2,2018,657844,16193,28790,68,1770,980,24
382310,Eco,173,1,2020,410701,3120,7014,18,350,552,4
382310,Eco,108,1,2021,1456513,15318,10414,69,1092,1960,20
382310,Eco,171,2,2021,777870,17702,7898,74,1373,1159,26
382310,Eco,129,1,2022,1346679,9342,8677,38,632,1812,12
382310,Eco,159,2,2023,721573,6891,15584,32,472,1075,10
311690,Enter the Gungeon,29,4,2016,2156489,48408,39857,307,9249,2999,67
311690,Enter the Gungeon,55,5,2016,621517,18663,7497,68,4456,836,25
311690,Enter the Gungeon,117,6,2016,187313,8587,9961,34,2193,260,11
311690,Enter the Gungeon,133,1,2017,344728,9244,8724,50,2678,463,12
311690,Enter the Gungeon,104,2,2017,372930,13423,9452,45,3202,555,20
311690,Enter the Gungeon,195,12,2017,167678,6249,9075,27,1935,225,8
311690,Enter the Gungeon,134,6,2018,434499,8983,139787,47,2613,604,12
311690,Enter the Gungeon,38,7,2018,2543550,41958,33515,205,9695,3423,56
311690,Enter the Gungeon,54,8,2018,1491191,40073,22871,131,8182,2006,53
311690,Enter the Gungeon,101,9,2018,554475,18202,15186,60,4306,771,25
311690,Enter the Gungeon,149,10,2018,355557,13204,14823,41,3351,478,17
311690,Enter the Gungeon,197,11,2018,231620,11340,5569,38,2955,322,15
311690,Enter the Gungeon,61,4,2019,1554677,41401,28321,178,8651,2162,57
311690,Enter the Gungeon,135,5,2019,523387,23285,7434,68,5224,704,31
311690,Enter the Gungeon,176,6,2019,362266,27601,20743,154,9464,503,38
1435790,Escape Simulator,128,12,2021,1231007,22459,69646,104,5739,1656,30
1435790,Escape Simulator,195,1,2022,702166,21271,34890,79,7327,945,28
1943950,Escape the Backrooms,167,2,2023,671680,16196,37187,88,5875,1001,24
227300,Euro Truck Simulator 2,49,1,2016,1109797,47937,33826,168,7000,1493,64
227300,Euro Truck Simulator 2,111,2,2016,229471,23108,5815,100,4726,330,33
227300,Euro Truck Simulator 2,113,3,2016,221342,21718,7324,93,3424,297,29
227300,Euro Truck Simulator 2,116,4,2016,213055,21521,5318,94,3151,296,29
227300,Euro Truck Simulator 2,100,5,2016,250121,26229,2758,102,3758,336,35
227300,Euro Truck Simulator 2,115,6,2016,192649,23011,9253,94,3451,267,32
227300,Euro Truck Simulator 2,125,7,2016,269089,28516,6194,109,4263,362,38
227300,Euro Truck Simulator 2,88,8,2016,333139,29291,28765,100,4052,448,39
227300,Euro Truck Simulator 2,102,9,2016,241750,27055,5239,116,3839,336,37
227300,Euro Truck Simulator 2,111,10,2016,257691,31268,4152,132,4026,346,42
227300,Euro Truck Simulator 2,119,11,2016,237182,28765,6662,136,3708,329,40
227300,Euro Truck Simulator 2,86,12,2016,510846,44703,21213,179,1438,687,60
227300,Euro Truck Simulator 2,100,1,2017,503627,44302,7738,163,5984,677,59
227300,Euro Truck Simulator 2,114,2,2017,288650,34933,3663,148,4531,430,52
227300,Euro Truck Simulator 2,112,3,2017,287328,34031,11259,132,3597,386,45
227300,Euro Truck Simulator 2,119,4,2017,294033,34727,25740,159,4046,408,48
227300,Euro Truck Simulator 2,96,5,2017,444447,48378,10525,244,6604,598,65
227300,Euro Truck Simulator 2,113,6,2017,315998,38182,4213,160,5777,439,53
227300,Euro Truck Simulator 2,111,7,2017,423852,51358,9185,172,7053,570,69
227300,Euro Truck Simulator 2,127,8,2017,337224,49817,12448,184,6257,453,67
227300,Euro Truck Simulator 2,92,9,2017,448114,46273,14789,179,5696,623,64
227300,Euro Truck Simulator 2,126,10,2017,305943,41790,3670,165,5560,411,56
227300,Euro Truck Simulator 2,92,11,2017,586496,45888,41378,167,6351,815,63
227300,Euro Truck Simulator 2,69,12,2017,834983,74740,31873,268,9315,1123,100
227300,Euro Truck Simulator 2,95,1,2018,589098,63750,8591,232,9031,792,85
227300,Euro Truck Simulator 2,113,2,2018,386473,47867,11755,194,6866,575,71
227300,Euro Truck Simulator 2,133,3,2018,321501,50580,6222,199,6880,432,68
227300,Euro Truck Simulator 2,132,4,2018,376513,51626,8183,195,6693,523,71
227300,Euro Truck Simulator 2,126,5,2018,429536,55910,12823,232,7972,578,75
227300,Euro Truck Simulator 2,144,6,2018,397182,49589,5949,207,8149,552,68
227300,Euro Truck Simulator 2,104,7,2018,672943,55341,33179,203,8720,905,74
227300,Euro Truck Simulator 2,104,8,2018,632217,61200,28870,217,8729,850,82
227300,Euro Truck Simulator 2,104,9,2018,542589,57824,29323,243,8662,754,80
227300,Euro Truck Simulator 2,101,10,2018,721184,60499,27282,254,8460,970,81
227300,Euro Truck Simulator 2,95,11,2018,813362,54644,28529,347,8129,1131,76
227300,Euro Truck Simulator 2,84,12,2018,945336,75785,39012,290,10889,1272,101
227300,Euro Truck Simulator 2,112,1,2019,750647,71109,31468,266,10364,1010,95
227300,Euro Truck Simulator 2,118,2,2019,542484,62439,5844,270,8385,808,93
227300,Euro Truck Simulator 2,124,3,2019,541083,74406,13346,311,8931,728,100
227300,Euro Truck Simulator 2,144,4,2019,447864,64691,6887,251,8614,622,89
227300,Euro Truck Simulator 2,166,5,2019,414211,61310,3998,238,8610,557,82
227300,Euro Truck Simulator 2,144,6,2019,468179,54866,9792,228,8413,651,76
227300,Euro Truck Simulator 2,104,7,2019,610056,66269,24254,223,9657,821,89
227300,Euro Truck Simulator 2,108,8,2019,546525,63617,26385,250,9040,735,85
227300,Euro Truck Simulator 2,127,9,2019,472285,57687,20994,253,8075,656,80
227300,Euro Truck Simulator 2,107,10,2019,622335,77336,9017,316,9290,837,104
227300,Euro Truck Simulator 2,103,11,2019,670482,71683,11739,306,9505,932,99
227300,Euro Truck Simulator 2,72,12,2019,1430811,93910,30098,320,12984,1925,126
227300,Euro Truck Simulator 2,114,1,2020,744559,89138,15621,320,11508,1002,119
227300,Euro Truck Simulator 2,132,2,2020,581210,77818,5441,315,9943,836,111
227300,Euro Truck Simulator 2,150,3,2020,608468,92264,6022,374,11763,818,124
227300,Euro Truck Simulator 2,117,4,2020,1029087,133837,30827,516,13334,1431,186
227300,Euro Truck Simulator 2,106,5,2020,1314740,110073,34580,459,11921,1769,148
227300,Euro Truck Simulator 2,132,6,2020,857222,102710,10255,369,11203,1192,142
227300,Euro Truck Simulator 2,151,7,2020,799292,103230,7279,350,11401,1075,138
227300,Euro Truck Simulator 2,161,8,2020,713134,86502,18716,315,9840,959,116
227300,Euro Truck Simulator 2,163,9,2020,702710,85959,9812,372,9248,977,119
227300,Euro Truck Simulator 2,173,10,2020,696710,102814,6382,371,10774,937,138
227300,Euro Truck Simulator 2,127,11,2020,1081559,101940,21960,444,11261,1504,141
227300,Euro Truck Simulator 2,122,12,2020,1198546,126271,27353,503,14023,1613,169
227300,Euro Truck Simulator 2,129,1,2021,1180039,139367,16386,526,14904,1588,187
227300,Euro Truck Simulator 2,116,2,2021,1266768,128869,18014,563,14176,1887,192
227300,Euro Truck Simulator 2,142,3,2021,1269626,137622,12224,530,14626,1708,185
227300,Euro Truck Simulator 2,89,4,2021,2368702,161066,56965,839,17581,3294,224
227300,Euro Truck Simulator 2,109,5,2021,1731551,151111,14390,620,16272,2330,203
227300,Euro Truck Simulator 2,114,6,2021,1511405,116222,13232,500,13595,2102,161
227300,Euro Truck Simulator 2,144,7,2021,1194187,122958,10772,464,14434,1607,165
227300,Euro Truck Simulator 2,121,8,2021,1558495,118738,59792,427,13441,2097,159
227300,Euro Truck Simulator 2,153,9,2021,962200,106786,8249,401,12867,1338,148
227300,Euro Truck Simulator 2,141,10,2021,1001108,109627,10989,441,12057,1347,147
227300,Euro Truck Simulator 2,173,11,2021,797994,102628,14186,402,12354,1109,142
227300,Euro Truck Simulator 2,145,12,2021,1032590,101922,10640,391,12265,1389,137
227300,Euro Truck Simulator 2,115,1,2022,1611002,125558,26616,432,21859,2168,168
227300,Euro Truck Simulator 2,119,2,2022,1199619,105634,50319,451,18762,1787,157
227300,Euro Truck Simulator 2,156,3,2022,891350,102937,13317,391,17239,1199,138
227300,Euro Truck Simulator 2,127,4,2022,1236304,104841,53704,410,17378,1719,145
227300,Euro Truck Simulator 2,158,5,2022,949882,99306,15721,384,16294,1278,133
227300,Euro Truck Simulator 2,154,6,2022,939666,93655,12993,331,15965,1306,130
227300,Euro Truck Simulator 2,146,7,2022,1027575,94592,15909,326,16758,1383,127
227300,Euro Truck Simulator 2,186,8,2022,785646,92416,12999,317,16237,1057,124
227300,Euro Truck Simulator 2,168,9,2022,866955,92837,13050,381,16109,1205,129
227300,Euro Truck Simulator 2,183,10,2022,810889,96247,12437,391,16304,1091,129
227300,Euro Truck Simulator 2,164,11,2022,766799,85462,23786,352,14859,1066,118
227300,Euro Truck Simulator 2,143,12,2022,922966,93576,13031,378,16573,1242,125
227300,Euro Truck Simulator 2,118,1,2023,1151916,105434,19902,398,19273,1550,141
227300,Euro Truck Simulator 2,161,2,2023,692372,88791,9617,379,15938,1031,132
227300,Euro Truck Simulator 2,160,3,2023,837579,98028,65354,400,16825,1127,131
227300,Euro Truck Simulator 2,156,4,2023,935675,106149,10958,428,17551,1301,147
227300,Euro Truck Simulator 2,146,5,2023,1006454,112641,14088,448,16871,1354,151
227300,Euro Truck Simulator 2,138,6,2023,839579,95530,8699,359,15540,1167,132
227300,Euro Truck Simulator 2,138,7,2023,1107800,103789,16230,328,17618,1490,139
227300,Euro Truck Simulator 2,130,8,2023,1144024,101664,14928,360,17741,1539,136
227300,Euro Truck Simulator 2,139,9,2023,943066,94549,13337,372,15571,1311,131
236850,Europa Universalis IV,159,3,2016,147729,6157,5797,24,543,198,8
236850,Europa Universalis IV,101,4,2016,265691,7928,7435,48,619,369,11
236850,Europa Universalis IV,164,5,2016,124644,5089,7608,29,526,167,6
236850,Europa Universalis IV,117,10,2016,250773,7234,9368,32,608,337,9
236850,Europa Universalis IV,118,11,2016,243542,7024,3010,34,572,338,9
236850,Europa Universalis IV,161,12,2016,177960,6783,8709,25,181,239,9
236850,Europa Universalis IV,171,1,2017,256734,6844,5387,26,706,345,9
236850,Europa Universalis IV,120,2,2017,274562,6565,4493,31,639,409,9
236850,Europa Universalis IV,111,3,2017,293409,6536,4771,26,561,394,8
236850,Europa Universalis IV,109,4,2017,324892,8117,4112,37,680,451,11
236850,Europa Universalis IV,135,5,2017,242132,7345,2651,32,738,325,9
236850,Europa Universalis IV,161,6,2017,178300,8241,1671,33,766,247,11
236850,Europa Universalis IV,152,8,2017,245640,7466,9232,25,739,330,10
236850,Europa Universalis IV,162,9,2017,207288,7313,2632,29,753,288,10
236850,Europa Universalis IV,140,10,2017,266391,7925,4235,32,779,358,10
236850,Europa Universalis IV,110,11,2017,409032,10390,5983,45,942,568,14
236850,Europa Universalis IV,130,12,2017,301817,9381,3657,32,886,406,12
236850,Europa Universalis IV,180,1,2018,247989,10496,3923,39,915,333,14
236850,Europa Universalis IV,197,2,2018,164729,8925,4770,40,856,245,13
236850,Europa Universalis IV,137,3,2018,304843,11521,5681,49,1037,410,15
236850,Europa Universalis IV,168,4,2018,234955,10895,3176,43,1023,326,15
236850,Europa Universalis IV,162,5,2018,284812,10024,5910,34,964,383,13
236850,Europa Universalis IV,195,7,2018,256293,9712,2734,35,979,344,13
236850,Europa Universalis IV,95,9,2018,619761,13374,9920,54,1195,861,18
236850,Europa Universalis IV,111,10,2018,618916,11939,3583,51,1045,832,16
236850,Europa Universalis IV,134,11,2018,441545,10362,6388,39,971,614,14
236850,Europa Universalis IV,161,12,2018,404214,11224,2858,41,1107,544,15
236850,Europa Universalis IV,196,1,2019,328095,12189,3063,49,1152,441,16
236850,Europa Universalis IV,181,2,2019,266194,10470,3065,47,1000,396,15
236850,Europa Universalis IV,155,3,2019,406289,11717,4930,44,1010,546,15
236850,Europa Universalis IV,181,6,2019,345098,9327,3447,43,869,479,12
236850,Europa Universalis IV,183,7,2019,291237,10828,2423,44,897,391,14
236850,Europa Universalis IV,190,8,2019,286957,9949,2880,39,869,386,13
236850,Europa Universalis IV,167,9,2019,318978,9074,2657,45,880,443,12
236850,Europa Universalis IV,148,10,2019,407304,10776,2997,42,878,548,14
236850,Europa Universalis IV,124,11,2019,496834,10529,5072,42,841,691,14
236850,Europa Universalis IV,170,12,2019,342868,9880,13160,41,883,461,13
236850,Europa Universalis IV,163,1,2020,457874,10812,4568,49,996,616,14
236850,Europa Universalis IV,165,2,2020,445253,11038,4153,46,989,640,15
236850,Europa Universalis IV,153,3,2020,576643,12202,4208,52,1144,776,16
236850,Europa Universalis IV,177,4,2020,548749,14576,3391,51,1088,763,20
236850,Europa Universalis IV,128,6,2020,880991,20967,9687,124,1343,1225,29
236850,Europa Universalis IV,195,8,2020,518345,13757,5298,47,924,697,18
236850,Europa Universalis IV,200,2,2023,535518,6638,35731,33,643,798,9
470260,Event[0],139,9,2016,154677,392,31570,7,156,215,0
1493750,Evil Dead: The Game,38,5,2022,6441234,159224,111210,1456,25902,8669,214
1493750,Evil Dead: The Game,163,6,2022,881155,60628,23832,290,10116,1225,84
700600,Evil Genius 2: World Domination,167,4,2021,1007472,24261,20750,181,2551,1401,33
1065310,Evil West,127,11,2022,1074609,24957,47087,352,5640,1494,34
359310,Evoland 2,157,2,2016,142542,590,8487,6,107,205,0
362490,Exanima,125,2,2016,187636,1113,22345,18,247,269,1
362490,Exanima,174,7,2018,309280,1063,29705,15,221,416,1
1286320,Exoprimal,108,7,2023,1375580,127210,54555,1153,28411,1851,171
987840,Expeditions: Rome,150,1,2022,1068720,8319,45969,60,703,1438,11
391040,F1 2016,161,8,2016,150131,4626,35111,63,1932,202,6
391040,F1 2016,197,9,2016,95744,3712,13641,25,1934,133,5
609320,FAR: Lone Sails,134,5,2018,400639,3483,33860,57,1212,539,4
1506830,FIFA 22,11,9,2021,35953907,309267,515344,5036,46786,50005,430
1506830,FIFA 22,11,10,2021,56575841,1099509,362051,4767,104675,76145,1479
1506830,FIFA 22,12,11,2021,35562828,767737,240764,2767,80957,49461,1067
1506830,FIFA 22,13,12,2021,32133258,746730,239066,2609,82876,43247,1005
1506830,FIFA 22,10,1,2022,45366797,932324,785790,5823,189784,61058,1254
1506830,FIFA 22,14,2,2022,26440612,683899,211918,2557,145514,39404,1019
1506830,FIFA 22,15,3,2022,23174366,611951,166112,2320,128059,31190,823
1506830,FIFA 22,13,4,2022,25738279,576737,345930,2287,124142,35797,802
1506830,FIFA 22,11,5,2022,31386784,774232,398057,3266,172865,42243,1042
1506830,FIFA 22,17,6,2022,22286462,617613,155920,2128,149973,30996,858
1506830,FIFA 22,18,7,2022,17958370,611218,162275,1862,147440,24170,822
1506830,FIFA 22,26,8,2022,14115313,563158,102680,1819,134531,18997,757
1506830,FIFA 22,45,9,2022,5214877,353695,117349,1477,98111,7252,491
39210,FINAL FANTASY XIV Online,86,5,2017,533590,28073,35091,189,3965,718,37
39210,FINAL FANTASY XIV Online,28,6,2017,2906605,161306,30609,1396,11566,4042,224
39210,FINAL FANTASY XIV Online,36,7,2017,2101756,156870,36847,766,12190,2828,211
39210,FINAL FANTASY XIV Online,60,8,2017,958027,112170,4883,602,9341,1289,150
39210,FINAL FANTASY XIV Online,55,9,2017,814506,80248,12362,421,7621,1132,111
39210,FINAL FANTASY XIV Online,47,10,2017,1390912,85820,17962,441,7870,1872,115
39210,FINAL FANTASY XIV Online,61,11,2017,894367,77544,5820,328,6975,1243,107
39210,FINAL FANTASY XIV Online,93,12,2017,616258,73167,11481,284,6767,829,98
39210,FINAL FANTASY XIV Online,67,1,2018,912536,88859,19638,637,7924,1228,119
39210,FINAL FANTASY XIV Online,62,2,2018,848351,118759,13500,595,8748,1264,176
39210,FINAL FANTASY XIV Online,73,3,2018,914409,109948,6121,523,9088,1230,147
39210,FINAL FANTASY XIV Online,58,4,2018,1117699,97983,16064,496,8620,1554,136
39210,FINAL FANTASY XIV Online,71,5,2018,1036690,103695,16882,520,9214,1395,139
39210,FINAL FANTASY XIV Online,44,6,2018,2010772,127596,21284,549,9652,2796,177
39210,FINAL FANTASY XIV Online,80,7,2018,1001756,118993,13824,499,9683,1348,160
39210,FINAL FANTASY XIV Online,90,8,2018,784925,88536,7477,433,8097,1056,119
39210,FINAL FANTASY XIV Online,55,9,2018,1289846,126316,18785,801,8861,1793,175
39210,FINAL FANTASY XIV Online,79,10,2018,969797,116031,5176,610,8665,1305,156
39210,FINAL FANTASY XIV Online,67,11,2018,1157182,95303,88767,534,8346,1609,132
39210,FINAL FANTASY XIV Online,80,12,2018,1018735,103348,18836,490,8908,1371,139
39210,FINAL FANTASY XIV Online,66,1,2019,1458603,141456,9388,628,11256,1963,190
39210,FINAL FANTASY XIV Online,44,2,2019,2048584,136395,84888,566,11927,3053,203
39210,FINAL FANTASY XIV Online,43,3,2019,2395613,157226,132239,534,12554,3224,211
39210,FINAL FANTASY XIV Online,47,4,2019,1932550,161263,15815,564,13186,2687,224
39210,FINAL FANTASY XIV Online,40,5,2019,2895998,187296,90785,554,14935,3897,252
39210,FINAL FANTASY XIV Online,32,6,2019,3876535,253068,62291,2439,17952,5391,351
39210,FINAL FANTASY XIV Online,24,7,2019,5065732,336957,23624,1833,23022,6817,453
39210,FINAL FANTASY XIV Online,35,8,2019,3253671,311020,27189,1707,20982,4379,418
39210,FINAL FANTASY XIV Online,51,9,2019,1819834,165842,63045,897,14742,2531,230
39210,FINAL FANTASY XIV Online,54,10,2019,1667171,152916,34103,973,13394,2243,205
39210,FINAL FANTASY XIV Online,36,11,2019,3760497,212298,34624,1150,14340,5230,295
39210,FINAL FANTASY XIV Online,60,12,2019,1935782,187627,29622,832,13462,2605,252
39210,FINAL FANTASY XIV Online,68,1,2020,1631144,175048,9260,739,13110,2195,235
39210,FINAL FANTASY XIV Online,44,2,2020,2781625,261416,35026,1586,16019,4002,376
39210,FINAL FANTASY XIV Online,59,3,2020,1913929,240505,11083,1144,16591,2575,323
39210,FINAL FANTASY XIV Online,69,4,2020,2022378,239858,32256,1062,15829,2812,333
39210,FINAL FANTASY XIV Online,72,5,2020,2281787,278327,11933,1059,16916,3071,374
39210,FINAL FANTASY XIV Online,68,6,2020,2160064,232262,15257,886,14712,3004,323
39210,FINAL FANTASY XIV Online,72,7,2020,2346316,251952,41554,920,15714,3157,339
39210,FINAL FANTASY XIV Online,55,8,2020,3397969,334905,19206,1521,21528,4573,450
39210,FINAL FANTASY XIV Online,62,9,2020,2985005,301407,30134,1032,18829,4151,419
39210,FINAL FANTASY XIV Online,77,10,2020,2244372,262800,31580,910,16312,3020,353
39210,FINAL FANTASY XIV Online,89,11,2020,1826227,219617,36989,765,14818,2539,305
39210,FINAL FANTASY XIV Online,56,12,2020,3444967,435487,29413,2459,21285,4636,586
39210,FINAL FANTASY XIV Online,68,1,2021,2870817,368697,16337,1711,21760,3863,496
39210,FINAL FANTASY XIV Online,57,2,2021,3542519,341041,149058,1578,23172,5279,508
39210,FINAL FANTASY XIV Online,73,3,2021,3053416,337230,32552,1356,22233,4109,453
39210,FINAL FANTASY XIV Online,74,4,2021,3038611,337502,31515,1738,22985,4226,469
212680,FTL: Faster Than Light,132,2,2016,178725,3598,10855,18,813,257,5
212680,FTL: Faster Than Light,157,4,2016,136009,2820,3003,15,672,189,3
212680,FTL: Faster Than Light,134,5,2016,157367,2929,2837,15,677,211,3
212680,FTL: Faster Than Light,116,6,2016,188286,3566,5479,15,681,261,4
212680,FTL: Faster Than Light,158,7,2016,208854,3207,3878,17,683,281,4
212680,FTL: Faster Than Light,116,8,2016,251375,3350,3877,15,694,338,4
212680,FTL: Faster Than Light,125,9,2016,181129,3239,2703,16,618,251,4
212680,FTL: Faster Than Light,107,10,2016,264615,3286,5585,15,636,356,4
212680,FTL: Faster Than Light,122,11,2016,229665,3057,4136,15,650,319,4
212680,FTL: Faster Than Light,180,12,2016,154553,2981,10919,13,146,208,4
212680,FTL: Faster Than Light,149,2,2017,206442,3537,3282,15,772,307,5
212680,FTL: Faster Than Light,106,3,2017,308921,4753,5412,20,787,415,6
212680,FTL: Faster Than Light,134,4,2017,231669,3901,2888,15,630,322,5
212680,FTL: Faster Than Light,118,5,2017,304355,4208,9117,19,836,409,5
212680,FTL: Faster Than Light,177,8,2017,186754,4234,3825,15,866,251,5
212680,FTL: Faster Than Light,170,9,2017,196238,4254,6661,18,876,272,5
212680,FTL: Faster Than Light,134,10,2017,291074,4463,7640,17,894,391,6
212680,FTL: Faster Than Light,173,11,2017,193129,3638,9307,15,780,268,5
212680,FTL: Faster Than Light,170,12,2017,205453,3772,8991,18,835,276,5
212680,FTL: Faster Than Light,178,2,2018,188653,3510,6031,14,797,281,5
212680,FTL: Faster Than Light,190,9,2018,242570,3334,9069,15,792,337,4
212680,FTL: Faster Than Light,187,12,2018,298497,4076,13240,20,969,401,5
212680,FTL: Faster Than Light,175,2,2019,272747,3701,9813,18,781,406,5
212680,FTL: Faster Than Light,186,5,2019,323995,3733,9090,16,807,436,5
212680,FTL: Faster Than Light,176,7,2019,316724,4599,9075,24,961,426,6
212680,FTL: Faster Than Light,160,3,2020,538419,6403,18568,174,1076,724,8
427520,Factorio,64,3,2016,602227,20478,26241,66,2475,810,27
427520,Factorio,79,4,2016,415444,18347,24411,58,2117,577,25
427520,Factorio,173,5,2016,116032,10244,3807,36,1390,156,13
427520,Factorio,198,9,2016,95310,7260,2670,28,904,132,10
427520,Factorio,102,11,2016,354805,9639,6354,36,1043,493,13
427520,Factorio,155,12,2016,183135,8720,4778,29,268,246,11
427520,Factorio,195,1,2017,225993,10467,4521,37,1400,304,14
427520,Factorio,159,2,2017,195185,11597,4452,50,1407,290,17
427520,Factorio,144,4,2017,197991,11933,8429,63,1317,275,16
427520,Factorio,78,5,2017,634156,22496,9080,75,2381,853,30
427520,Factorio,106,6,2017,350109,14877,6557,49,1736,486,20
427520,Factorio,195,7,2017,221893,12791,3579,44,1628,298,17
427520,Factorio,109,9,2017,389936,13102,21828,43,1598,542,18
427520,Factorio,186,10,2017,169279,13871,2605,48,1524,227,18
427520,Factorio,155,11,2017,235519,14689,3034,58,1609,327,20
427520,Factorio,131,12,2017,300848,15393,4293,54,1865,404,20
427520,Factorio,190,1,2018,239363,18380,3741,58,2212,322,24
427520,Factorio,196,2,2018,165094,16028,4372,55,1826,246,23
427520,Factorio,198,3,2018,192231,18348,4808,58,2098,258,24
427520,Factorio,196,4,2018,195146,19941,1957,62,2237,271,27
427520,Factorio,197,5,2018,200320,18378,4179,56,2186,269,24
427520,Factorio,164,7,2018,336753,18376,7629,54,1934,453,24
427520,Factorio,187,9,2018,244137,15708,6683,54,1620,339,21
427520,Factorio,185,2,2019,257740,18358,2911,85,2106,384,27
427520,Factorio,171,3,2019,353528,28019,3549,108,3123,475,37
427520,Factorio,166,11,2019,305744,15974,8354,61,1610,425,22
427520,Factorio,135,8,2020,932518,42720,21634,161,3419,1255,57
427520,Factorio,161,9,2020,709958,36501,21347,111,2784,987,50
427520,Factorio,185,10,2020,597892,29036,11945,94,2291,804,39
427520,Factorio,175,4,2022,797725,24220,9496,73,2258,1109,33
397060,Faeria,75,3,2016,416347,2855,15335,17,280,560,3
397060,Faeria,73,4,2016,450898,3260,15354,15,384,627,4
397060,Faeria,118,6,2016,184056,1826,14180,11,212,255,2
397060,Faeria,158,9,2016,129622,1690,8264,10,264,180,2
1097150,Fall Guys: Ultimate Knockout,42,7,2020,4961218,24218,243704,1237,6871,6677,32
1097150,Fall Guys: Ultimate Knockout,3,8,2020,112938341,2257803,713229,7272,395663,152003,3038
1097150,Fall Guys: Ultimate Knockout,11,9,2020,36054453,1048174,617661,4498,223720,50145,1457
1097150,Fall Guys: Ultimate Knockout,25,10,2020,11948580,458866,241811,2953,108676,16081,617
1097150,Fall Guys: Ultimate Knockout,45,11,2020,5273887,222244,247502,603,51787,7335,309
1097150,Fall Guys: Ultimate Knockout,39,12,2020,6140810,245465,307786,1210,53766,8264,330
1097150,Fall Guys: Ultimate Knockout,53,1,2021,3880897,225725,57818,574,49867,5223,303
1097150,Fall Guys: Ultimate Knockout,63,2,2021,3203127,174752,90057,485,36961,4773,260
1097150,Fall Guys: Ultimate Knockout,51,3,2021,5306467,239759,131220,1353,51277,7141,322
1097150,Fall Guys: Ultimate Knockout,54,4,2021,4202706,220895,118811,702,49275,5845,307
1097150,Fall Guys: Ultimate Knockout,64,5,2021,3615617,173292,63384,492,37857,4866,233
1097150,Fall Guys: Ultimate Knockout,59,6,2021,3884765,135103,69332,385,31908,5403,187
1097150,Fall Guys: Ultimate Knockout,48,7,2021,4854240,185383,118760,748,42332,6533,249
1097150,Fall Guys: Ultimate Knockout,29,8,2021,10516692,225943,231028,586,52382,14154,304
1097150,Fall Guys: Ultimate Knockout,43,9,2021,5697224,181512,121838,505,44356,7923,252
1097150,Fall Guys: Ultimate Knockout,55,10,2021,4182551,117232,284099,370,29287,5629,157
1097150,Fall Guys: Ultimate Knockout,76,11,2021,2896269,102469,81840,513,25428,4028,142
1097150,Fall Guys: Ultimate Knockout,55,12,2021,4562043,134484,320033,505,30546,6140,181
22300,Fallout 3,143,11,2017,274013,4723,7221,18,675,381,6
22300,Fallout 3,198,6,2018,264366,11910,11158,38,2273,367,16
377160,Fallout 4,36,1,2016,1681938,269643,12713,781,51042,2263,362
377160,Fallout 4,59,2,2016,683405,149634,12375,391,29191,983,215
